agent,time,x,y,z
0,0.0,10.0,10.0,10.0
1,0.0,90.0,10.0,10.0
2,0.0,50.0,20.0,50.0
3,0.0,20.0,50.0,20.0
4,0.0,10.0,30.0,70.0
5,0.0,30.0,10.0,40.0
6,0.0,40.0,40.0,10.0
7,0.0,85.0,57.0,7.0
8,0.0,67.0,1.0,67.0
9,0.0,33.0,11.0,43.0
0,0.2,10.086711795417811,10.056644102291095,10.056644102291095
1,0.2,89.91328820458219,10.056644102291095,10.056644102291095
2,0.2,50.0,20.2,50.0
3,0.2,20.115033846563357,50.0,20.084966153436643
4,0.2,10.143355897708904,30.056644102291095,69.94335589770891
5,0.2,30.062435751578768,10.064736116904106,40.016184029226025
6,0.2,40.0395083768419,40.009440683715184,10.037762734860731
7,0.2,84.88292696575415,56.945621661800544,7.065254005839344
8,0.2,66.95299860871853,1.0508010944642598,66.99682493159598
9,0.2,33.08818407714631,11.080200609947035,42.99186370623726
0,0.4,10.173423590835622,10.113288204582188,10.113288204582188
1,0.4,89.82657640916439,10.113288204582188,10.113288204582188
2,0.4,50.0,20.4,50.0
3,0.4,20.230067693126717,50.0,20.16993230687328
4,0.4,10.28671179541781,30.11328820458219,69.88671179541781
5,0.4,30.12487150315754,10.129472233808217,40.03236805845206
6,0.4,40.079016753683796,40.01888136743036,10.075525469721459
7,0.4,84.76585393150832,56.8912433236011,7.130508011678684
8,0.4,66.90599721743706,1.10160218892852,66.99364986319196
9,0.4,33.17636815429261,11.16040121989407,42.983727412474515
0,0.6,10.260135386253431,10.169932306873283,10.169932306873283
1,0.6,89.73986461374658,10.169932306873282,10.169932306873282
2,0.6,50.0,20.6,50.0
3,0.6,20.345101539690074,50.0,20.254898460309928
4,0.6,10.430067693126714,30.16993230687328,69.83006769312672
5,0.6,30.18730725473631,10.194208350712325,40.04855208767808
6,0.6,40.1185251305257,40.028322051145544,10.113288204582188
7,0.6,84.64878089726247,56.83686498540165,7.195762017518026
8,0.6,66.85899582615559,1.1524032833927789,66.99047479478796
9,0.6,33.26455223143892,11.240601829841108,42.97559111871177
0,0.8,10.346847181671242,10.226576409164377,10.226576409164377
1,0.8,89.65315281832876,10.226576409164377,10.226576409164377
2,0.8,50.0,20.8,50.0
3,0.8,20.46013538625343,50.0,20.339864613746567
4,0.8,10.57342359083562,30.226576409164377,69.77342359083562
5,0.8,30.24974300631508,10.258944467616432,40.06473611690411
6,0.8,40.15803350736759,40.03776273486073,10.15105093944292
7,0.8,84.53170786301665,56.7824866472022,7.261016023357366
