agent,time,x,y,z
0,0.0,10.0,10.0,10.0
1,0.0,90.0,10.0,10.0
2,0.0,50.0,20.0,50.0
3,0.0,20.0,50.0,20.0
4,0.0,10.0,30.0,70.0
5,0.0,30.0,10.0,40.0
6,0.0,40.0,40.0,10.0
7,0.0,85.0,57.0,7.0
8,0.0,67.0,1.0,67.0
9,0.0,33.0,11.0,43.0
0,0.2,10.085417190931796,10.057291404534102,10.057291404534102
1,0.2,89.91458280906821,10.0572914045341,10.0572914045341
2,0.2,50.0,20.2,50.0
3,0.2,20.114062893198852,50.0,20.08593710680115
4,0.2,10.142708595465898,30.0572914045341,69.9427085954659
5,0.2,30.060863731845757,10.065475890896113,40.01636897272403
6,0.2,40.03767435382005,40.00954856742235,10.038194269689402
7,0.2,84.88387461623792,56.945000251647265,7.065999698023285
8,0.2,66.95474700508451,1.0513816255533568,66.99678864840291
9,0.2,33.0869062972056,11.081117104914902,42.9917707284869
0,0.4,10.16861637041976,10.11569181479012,10.11569181479012
1,0.4,89.83138362958023,10.11569181479012,10.11569181479012
2,0.4,50.0,20.4,50.0
3,0.4,20.226462277814825,50.0,20.17353772218518
4,0.4,10.284308185209879,30.115691814790118,69.88430818520989
5,0.4,30.119034164081143,10.132219216902993,40.03305480422575
6,0.4,40.072206524761334,40.01928196913169,10.077127876526747
7,0.4,84.76937281685272,56.888935857801485,7.133276970638219
8,0.4,66.91248949117502,1.1037578595860011,66.99351513377587
9,0.4,33.17162340801349,11.163804416289702,42.98338216066626
0,0.6,10.251135165724932,10.174432417137533,10.174432417137533
1,0.6,89.74886483427507,10.174432417137535,10.174432417137535
2,0.6,50.0,20.6,50.0
3,0.6,20.3383513742937,50.0,20.2616486257063
4,0.6,10.425567582862467,30.174432417137535,69.82556758286246
5,0.6,30.176378415523136,10.199351333871467,40.04983783346787
6,0.6,40.105774818110326,40.02907206952292,10.11628827809169
7,0.6,84.65536905868935,56.83254487954797,7.20094614454244
8,0.6,66.87115085345168,1.1564391938827832,66.99022255038233
9,0.6,33.25566897684068,11.246973394989528,42.97494472804454
0,0.8,10.33346194061533,10.233269029692336,10.233269029692336
1,0.8,89.66653805938468,10.233269029692336,10.233269029692336
2,0.8,50.0,20.8,50.0
3,0.8,20.450096455461498,50.0,20.349903544538503
4,0.8,10.566730970307665,30.233269029692334,69.76673097030766
5,0.8,30.233489499318615,10.26659317679124,40.06664829419781
6,0.8,40.139071082538386,40.03887817161539,10.155512686461558
7,0.8,84.54150585946958,56.77606173149535,7.2687259222055705
