agent,time,x,y,z,collision_risk,attractive_magnitude,repulsive_magnitude,total_magnitude,displacement_magnitude
3,0.4,20.230067693126717,50.0,20.16993230687328,0.0,0.04775213516527116,0.0,0.04775213516527116,0.01432564054957976
4,0.4,10.28671179541781,30.11328820458219,69.88671179541781,0.0,0.03898945509443909,0.0,0.03898945509443909,0.01169683652833454
5,0.4,30.12487150315754,10.129472233808217,40.03236805845206,0.0,0.0607606773045442,0.0,0.0607606773045442,0.018228203191364565
6,0.4,40.079016753683796,40.01888136743036,10.075525469721459,0.0,0.06562903237838862,0.0,0.06562903237838862,0.019688709713515856
7,0.4,84.76585393150832,56.8912433236011,7.130508011678684,0.0,0.04717562950225177,0.0,0.04717562950225177,0.014152688850674774
8,0.4,66.90599721743706,1.10160218892852,66.99364986319196,0.0,0.06407868006240339,0.0,0.06407868006240339,0.01922360401871951
9,0.4,33.17636815429261,11.16040121989407,42.983727412474515,0.0,0.054779951413066325,0.0,0.054779951413066325,0.016433985423920223
0,0.6,10.260135386253431,10.169932306873283,10.169932306873283,0.0,0.08270912427614162,0.0,0.08270912427614162,0.02481273728284253
1,0.6,89.73986461374658,10.169932306873282,10.169932306873282,0.0,0.08270912427614,0.0,0.08270912427614,0.024812737282846883
2,0.6,50.0,20.6,50.0,0.0,0.0,0.0,0.0,0.0
3,0.6,20.345101539690074,50.0,20.254898460309928,0.0,0.07162820274790287,0.0,0.07162820274790287,0.02148846082437215
4,0.6,10.430067693126714,30.16993230687328,69.83006769312672,0.0,0.05848418264166552,0.0,0.05848418264166552,0.01754525479249617
5,0.6,30.18730725473631,10.194208350712325,40.04855208767808,0.0,0.09114101595681076,0.0,0.09114101595681076,0.027342304787042897
6,0.6,40.1185251305257,40.028322051145544,10.113288204582188,0.0,0.09844354856759041,0.0,0.09844354856759041,0.02953306457027378
7,0.6,84.64878089726247,56.83686498540165,7.195762017518026,0.0,0.07076344425338943,0.0,0.07076344425338943,0.021229033276014275
8,0.6,66.85899582615559,1.1524032833927789,66.99047479478796,0.0,0.096118020093606,0.0,0.096118020093606,0.02883540602807948
9,0.6,33.26455223143892,11.240601829841108,42.97559111871177,0.0,0.08216992711960545,0.0,0.08216992711960545,0.02465097813588446
0,0.8,10.346847181671242,10.226576409164377,10.226576409164377,0.0,0.1102788323681946,0.0,0.1102788323681946,0.03308364971045767
1,0.8,89.65315281832876,10.226576409164377,10.226576409164377,0.0,0.1102788323682029,0.0,0.1102788323682029,0.03308364971046347
2,0.8,50.0,20.8,50.0,0.0,0.0,0.0,0.0,0.0
3,0.8,20.46013538625343,50.0,20.339864613746567,0.0,0.09550427033054021,0.0,0.09550427033054021,0.028651281099162033
4,0.8,10.57342359083562,30.226576409164377,69.77342359083562,0.0,0.07797891018888507,0.0,0.07797891018888507,0.02339367305666703
5,0.8,30.24974300631508,10.258944467616432,40.06473611690411,0.0,0.12152135460908114,0.0,0.12152135460908114,0.03645640638272518
6,0.8,40.15803350736759,40.03776273486073,10.15105093944292,0.0,0.13125806475678786,0.0,0.13125806475678786,0.03937741942703902
7,0.8,84.53170786301665,56.7824866472022,7.261016023357366,0.0,0.09435125900452239,0.0,0.09435125900452239,0.028305377701363217
8,0.8,66.81199443487412,1.2032043778570385,66.98729972638394,0.0,0.1281573601247961,0.0,0.1281573601247961,0.038447208037439305
9,0.8,33.352736308585236,11.320802439788144,42.96745482494903,0.0,0.10955990282614579,0.0,0.10955990282614579,0.03286797084784148
0,1.0,10.433558977089053,10.283220511455472,10.283220511455472,0.0,0.13784854046024106,0.0,0.13784854046024106,0.041354562138071364
1,1.0,89.56644102291095,10.28322051145547,10.28322051145547,0.0,0.13784854046022807,0.0,0.13784854046022807,0.041354562138067014
2,1.0,50.0,21.0,50.0,0.0,0.0,0.0,0.0,0.0
3,1.0,20.57516923281679,50.0,20.42483076718321,0.0,0.11938033791317754,0.0,0.11938033791317754,0.03581410137395191
4,1.0,10.716779488544526,30.283220511455472,69.71677948854453,0.0,0.0974736377361022,0.0,0.0974736377361022,0.02924209132082866
5,1.0,30.31217875789385,10.32368058452054,40.08092014613013,0.0,0.15190169326134767,0.0,0.15190169326134767,0.045570507978403514
6,1.0,40.19754188420949,40.04720341857591,10.188813674303649,0.0,0.16407258094598448,0.0,0.16407258094598448,0.049221774283796545
7,1.0,84.4146348287708,56.72810830900275,7.326270029196707,0.0,0.11793907375564303,0.0,0.11793907375564303,0.03538172212668856
8,1.0,66.76499304359265,1.2540054723212972,66.98412465797993,0.0,0.1601967001559981,0.0,0.1601967001559981,0.048059010046798925
9,1.0,33.44092038573154,11.401003049735179,42.959318531186284,0.0,0.13694987853267832,0.0,0.13694987853267832,0.041084963559804684
0,1.2,10.520270772506864,10.339864613746569,10.339864613746569,0.0,0.16541824855228854,0.0,0.16541824855228854,0.04962547456568651
1,1.2,89.47972922749314,10.339864613746567,10.339864613746567,0.0,0.1654182485522887,0.0,0.1654182485522887,0.04962547456568361
2,1.2,50.0,21.2,50.0,0.0,0.0,0.0,0.0,0.0
3,1.2,20.690203079380147,50.0,20.509796920619856,0.0,0.14325640549580926,0.0,0.14325640549580926,0.0429769216487443
4,1.2,10.86013538625343,30.339864613746567,69.66013538625343,0.0,0.11696836528332774,0.0,0.11696836528332774,0.03509050958499952
5,1.2,30.37461450947262,10.388416701424648,40.09710417535616,0.0,0.1822820319136231,0.0,0.1822820319136231,0.054684609574085795
6,1.2,40.237050261051394,40.056644102291095,10.22657640916438,0.0,0.19688709713518623,0.0,0.19688709713518623,0.059066129140554875
7,1.2,84.29756179452497,56.673729970803294,7.3915240350360465,0.0,0.14152688850676692,0.0,0.14152688850676692,0.04245806655202758
8,1.2,66.71799165231118,1.3048065667855557,66.98094958957591,0.0,0.1922360401872,0.0,0.1922360401872,0.05767081205615875
9,1.2,33.52910446287785,11.481203659682215,42.951182237423545,0.0,0.16433985423921177,0.0,0.16433985423921177,0.049301956271762745
0,1.4,10.606982567924675,10.396508716037664,10.396508716037664,0.0,0.19298795664433724,0.0,0.19298795664433724,0.05789638699330165
1,1.4,89.39301743207533,10.396508716037662,10.396508716037662,0.0,0.1929879566443348,0.0,0.1929879566443348,0.0578963869933002
2,1.4,50.0,21.4,50.0,0.0,0.0,0.0,0.0,0.0
3,1.4,20.805236925943507,50.0,20.594763074056495,0.0,0.16713247307844484,0.0,0.16713247307844484,0.05013974192353167
4,1.4,11.003491283962337,30.396508716037662,69.60349128396234,0.0,0.1364630928305489,0.0,0.1364630928305489,0.040938927849163205
5,1.4,30.43705026105139,10.453152818328755,40.11328820458219,0.0,0.21266237056589243,0.0,0.21266237056589243,0.06379871116976808
6,1.4,40.27655863789329,40.06608478600627,10.264339144025108,0.0,0.22970161332437827,0.0,0.22970161332437827,0.06891048399731281
7,1.4,84.18048876027915,56.619351632603845,7.4567780408753865,0.0,0.16511470325789776,0.0,0.16511470325789776,0.04953441097737327
8,1.4,66.67099026102971,1.3556076612498134,66.97777452117188,0.0,0.22427538021840254,0.0,0.22427538021840254,0.06728261406551891
9,1.4,33.617288540024155,11.561404269629252,42.9430459436608,0.0,0.19172982994575127,0.0,0.19172982994575127,0.05751894898372594
0,1.6,10.693694363342486,10.453152818328757,10.453152818328757,0.0,0.22055766473638594,0.0,0.22055766473638594,0.06616729942091534
1,1.6,89.30630563665751,10.453152818328755,10.453152818328755,0.0,0.22055766473638957,0.0,0.22055766473638957,0.06616729942091534
2,1.6,50.0,21.6,50.0,0.0,0.0,0.0,0.0,0.0
3,1.6,20.920270772506864,50.0,20.679729227493137,0.0,0.19100854066108042,0.0,0.19100854066108042,0.05730256219832407
4,1.6,11.146847181671244,30.453152818328757,69.54684718167124,0.0,0.15595782037776842,0.0,0.15595782037776842,0.04678734611333406
5,1.6,30.49948601263016,10.517888935232865,40.129472233808215,0.0,0.2430427092181612,0.0,0.2430427092181612,0.07291281276544641
6,1.6,40.31606701473519,40.07552546972146,10.302101878885837,0.0,0.26251612951357517,0.0,0.26251612951357517,0.07875483885407114
7,1.6,84.06341572603331,56.56497329440439,7.5220320467147275,0.0,0.18870251800901947,0.0,0.18870251800901947,0.05661075540271227
8,1.6,66.62398886974825,1.4064087557140725,66.97459945276786,0.0,0.256314720249604,0.0,0.256314720249604,0.07689441607487868
9,1.6,33.705472617170464,11.641604879576287,42.93490964989806,0.0,0.2191198056522847,0.0,0.2191198056522847,0.06573594169568296
0,1.8,10.780406158760297,10.509796920619852,10.509796920619852,0.0,0.24812737282843467,0.0,0.24812737282843467,0.07443821184853049
1,1.8,89.21959384123971,10.509796920619848,10.509796920619848,0.0,0.24812737282842992,0.0,0.24812737282842992,0.07443821184853049
2,1.8,50.0,21.8,50.0,0.0,0.0,0.0,0.0,0.0
3,1.8,21.03530461907022,50.0,20.76469538092978,0.0,0.214884608243716,0.0,0.214884608243716,0.06446538247311645
4,1.8,11.29020307938015,30.509796920619852,69.49020307938014,0.0,0.17545254792498707,0.0,0.17545254792498707,0.052635764377496716
5,1.8,30.56192176420893,10.582625052136974,40.14565626303424,0.0,0.2734230478704283,0.0,0.2734230478704283,0.08202691436112869
6,1.8,40.35557539157709,40.08496615343664,10.339864613746567,0.0,0.29533064570277173,0.0,0.29533064570277173,0.08859919371082867
7,1.8,83.94634269178746,56.51059495620494,7.587286052554068,0.0,0.21229033276014114,0.0,0.21229033276014114,0.06368709982803762
8,1.8,66.57698747846678,1.4572098501783317,66.97142438436386,0.0,0.288354060280806,0.0,0.288354060280806,0.08650621808423838
9,1.8,33.793656694316766,11.721805489523321,42.92677335613532,0.0,0.2465097813588227,0.0,0.2465097813588227,0.07395293440764616
0,2.0,10.867117954178108,10.566441022910947,10.566441022910947,0.0,0.27569708092048106,0.0,0.27569708092048106,0.08270912427614419
1,2.0,89.1328820458219,10.566441022910942,10.566441022910942,0.0,0.27569708092046624,0.0,0.27569708092046624,0.08270912427613548
2,2.0,50.0,22.0,50.0,0.0,0.0,0.0,0.0,0.0
3,2.0,21.15033846563358,50.0,20.84966153436642,0.0,0.23876067582635158,0.0,0.23876067582635158,0.07162820274790382
4,2.0,11.433558977089056,30.566441022910947,69.43355897708905,0.0,0.19494727547220894,0.0,0.19494727547220894,0.058484182641660394
5,2.0,30.624357515787704,10.647361169041083,40.16184029226027,0.0,0.3038033865227044,0.0,0.3038033865227044,0.09114101595681097
6,2.0,40.395083768418985,40.09440683715182,10.377627348607295,0.0,0.3281451618919643,0.0,0.3281451618919643,0.098443548567587
7,2.0,83.82926965754163,56.456216618005485,7.652540058393411,0.0,0.23587814751128094,0.0,0.23587814751128094,0.07076344425338704
8,2.0,66.5299860871853,1.5080109446425913,66.96824931595984,0.0,0.3203934003120079,0.0,0.3203934003120079,0.09611802009359827
9,2.0,33.881840771463075,11.802006099470356,42.91863706237257,0.0,0.27389975706535724,0.0,0.27389975706535724,0.08216992711960464
0,2.2,10.953829749595918,10.623085125202042,10.623085125202042,0.0,0.30326678901253185,0.0,0.30326678901253185,0.09098003670375933
1,2.2,89.04617025040409,10.62308512520204,10.62308512520204,0.0,0.30326678901253545,0.0,0.30326678901253545,0.09098003670376223
2,2.2,50.0,22.2,50.0,0.0,0.0,0.0,0.0,0.0
3,2.2,21.265372312196938,50.0,20.93462768780306,0.0,0.26263674340898713,0.0,0.26263674340898713,0.07879102302269622
4,2.2,11.576914874797964,30.623085125202042,69.37691487479795,0.0,0.21444200301942692,0.0,0.21444200301942692,0.06433260090582921
5,2.2,30.686793267366472,10.71209728594519,40.1780243214863,0.0,0.33418372517497635,0.0,0.33418372517497635,0.10025511755249326
6,2.2,40.43459214526088,40.103847520867006,10.415390083468024,0.0,0.3609596780811656,0.0,0.3609596780811656,0.10828790342435142
7,2.2,83.71219662329578,56.40183827980604,7.717794064232752,0.0,0.25946596226239366,0.0,0.25946596226239366,0.07783978867871288
8,2.2,66.48298469590384,1.5588120391068514,66.96507424755582,0.0,0.35243274034320954,0.0,0.35243274034320954,0.10572982210295809
9,2.2,33.97002484860938,11.882206709417392,42.91050076860983,0.0,0.3012897327718876,0.0,0.3012897327718876,0.0903869198315664
0,2.4,11.04054154501373,10.679729227493137,10.679729227493137,0.0,0.33083649710457724,0.0,0.33083649710457724,0.09925094913137301
1,2.4,88.95945845498628,10.679729227493134,10.679729227493134,0.0,0.33083649710456875,0.0,0.33083649710456875,0.09925094913136577
2,2.4,50.0,22.4,50.0,0.0,0.0,0.0,0.0,0.0
3,2.4,21.380406158760294,50.0,21.019593841239704,0.0,0.28651281099162274,0.0,0.28651281099162274,0.0859538432974886
4,2.4,11.720270772506867,30.679729227493137,69.32027077250686,0.0,0.23393673056665848,0.0,0.23393673056665848,0.0701810191700011
5,2.4,30.749229018945243,10.776833402849299,40.19420835071232,0.0,0.36456406382724127,0.0,0.36456406382724127,0.10936921914817159
6,2.4,40.47410052210278,40.11328820458219,10.453152818328753,0.0,0.39377419427036303,0.0,0.39377419427036303,0.11813225828110975
7,2.4,83.59512358904995,56.34745994160659,7.783048070072095,0.0,0.2830537770135298,0.0,0.2830537770135298,0.08491613310406182
8,2.4,66.43598330462237,1.6096131335711106,66.96189917915181,0.0,0.384472080374412,0.0,0.384472080374412,0.11534162411231778
9,2.4,34.058208925755686,11.962407319364429,42.90236447484709,0.0,0.32867970847842837,0.0,0.32867970847842837,0.09860391254353022
0,2.6,11.12725334043154,10.73637332978423,10.73637332978423,0.0,0.35840620519662925,0.0,0.35840620519662925,0.10752186155898816
1,2.6,88.87274665956846,10.736373329784227,10.736373329784227,0.0,0.3584062051966245,0.0,0.3584062051966245,0.10752186155898236
2,2.6,50.0,22.6,50.0,0.0,0.0,0.0,0.0,0.0
3,2.6,21.495440005323655,50.0,21.104559994676343,0.0,0.3103888785742583,0.0,0.3103888785742583,0.09311666357227598
4,2.6,11.863626670215773,30.736373329784232,69.26362667021576,0.0,0.25343145811386975,0.0,0.25343145811386975,0.07602943743416375
5,2.6,30.81166477052401,10.841569519753406,40.21039237993835,0.0,0.394944402479515,0.0,0.394944402479515,0.11848332074385388
6,2.6,40.51360889894468,40.122728888297374,10.490915553189486,0.0,0.42658871045955904,0.0,0.42658871045955904,0.12797661313786768
7,2.6,83.47805055480411,56.29308160340714,7.848302075911435,0.0,0.3066415917646627,0.0,0.3066415917646627,0.09199247752939807
8,2.6,66.3889819133409,1.6604142280353709,66.9587241107478,0.0,0.4165114204055926,0.0,0.4165114204055926,0.12495342612167747
9,2.6,34.146393002901995,12.042607929311465,42.894228181084344,0.0,0.3560696841849598,0.0,0.3560696841849598,0.10682090525548765
0,2.8,11.213965135849351,10.793017432075326,10.793017432075326,0.0,0.3859759132886779,0.0,0.3859759132886779,0.1157927739866033
1,2.8,88.78603486415065,10.793017432075322,10.793017432075322,0.0,0.38597591328867936,0.0,0.38597591328867936,0.11579277398659894
2,2.8,50.0,22.8,50.0,0.0,0.0,0.0,0.0,0.0
3,2.8,21.61047385188701,50.0,21.189526148112986,0.0,0.3342649461568939,0.0,0.3342649461568939,0.10027948384706838
4,2.8,12.006982567924679,30.793017432075327,69.20698256792467,0.0,0.27292618566109245,0.0,0.27292618566109245,0.08187785569832744
5,2.8,30.874100522102783,10.906305636657514,40.22657640916438,0.0,0.42532474113178603,0.0,0.42532474113178603,0.12759742233953617
6,2.8,40.55311727578658,40.13216957201256,10.528678288050218,0.0,0.4594032266487617,0.0,0.4594032266487617,0.137820967994626
7,2.8,83.36097752055827,56.23870326520768,7.913556081750778,0.0,0.33022940651579064,0.0,0.33022940651579064,0.0990688219547366
8,2.8,66.34198052205943,1.7112153224996327,66.95554904234378,0.0,0.4485507604368254,0.0,0.4485507604368254,0.13456522813105098
9,2.8,34.2345770800483,12.122808539258498,42.8860918873216,0.0,0.3834596598914954,0.0,0.3834596598914954,0.11503789796745188
0,3.0,11.30067693126716,10.849661534366419,10.849661534366419,0.0,0.4135456213807243,0.0,0.4135456213807243,0.124063686414217
1,3.0,88.69932306873284,10.849661534366417,10.849661534366417,0.0,0.41354562138072437,0.0,0.41354562138072437,0.12406368641421554
2,3.0,50.0,23.0,50.0,0.0,0.0,0.0,0.0,0.0
3,3.0,21.725507698450368,50.0,21.27449230154963,0.0,0.3581410137395273,0.0,0.3581410137395273,0.10744230412185825
4,3.0,12.150338465633583,30.84966153436642,69.15033846563358,0.0,0.29242091320830954,0.0,0.29242091320830954,0.08772627396248804
5,3.0,30.93653627368155,10.971041753561622,40.242760438390405,0.0,0.4557050797840549,0.0,0.4557050797840549,0.13671152393521768
6,3.0,40.59262565262848,40.141610255727734,10.566441022910947,0.0,0.49221774283795305,0.0,0.49221774283795305,0.14766532285138353
7,3.0,83.24390448631243,56.184324927008234,7.978810087590118,0.0,0.3538172212669188,0.0,0.3538172212669188,0.1061451663800761
8,3.0,66.29497913077796,1.7620164169638908,66.95237397393976,0.0,0.48059010046801853,0.0,0.48059010046801853,0.14417703014041108
9,3.0,34.32276115719461,12.203009149205535,42.87795559355886,0.0,0.41084963559803744,0.0,0.41084963559803744,0.12325489067940891
0,3.2,11.38738872668497,10.906305636657512,10.906305636657512,0.0,0.4411153294727741,0.0,0.4411153294727741,0.13233459884183213
1,3.2,88.61261127331503,10.906305636657512,10.906305636657512,0.0,0.44111532947278004,0.0,0.44111532947278004,0.13233459884183213
2,3.2,50.0,23.2,50.0,0.0,0.0,0.0,0.0,0.0
3,3.2,21.840541545013725,50.0,21.35945845498627,0.0,0.38201708132215906,0.0,0.38201708132215906,0.11460512439664813
4,3.2,12.293694363342485,30.906305636657514,69.0936943633425,0.0,0.3119156407555428,0.0,0.3119156407555428,0.09357469222665991
5,3.2,30.99897202526032,11.03577787046573,40.25894446761643,0.0,0.48608541843632125,0.0,0.48608541843632125,0.14582562553089753
6,3.2,40.63213402947038,40.15105093944292,10.604203757771678,0.0,0.5250322590271503,0.0,0.5250322590271503,0.1575096777081419
7,3.2,83.1268314520666,56.129946588808785,8.044064093429458,0.0,0.37740503601803954,0.0,0.37740503601803954,0.11322151080541089
8,3.2,66.24797773949649,1.8128175114281484,66.94919890553574,0.0,0.5126294404992079,0.0,0.5126294404992079,0.15378883214975714
9,3.2,34.410945234340915,12.28320975915257,42.86981929979611,0.0,0.43823961130456174,0.0,0.43823961130456174,0.13147188339136634
0,3.4,11.474100522102782,10.962949738948609,10.962949738948609,0.0,0.46868503756482055,0.0,0.46868503756482055,0.14060551126944584
1,3.4,88.52589947789721,10.96294973894861,10.96294973894861,0.0,0.4686850375648288,0.0,0.4686850375648288,0.1406055112694473
2,3.4,50.0,23.4,50.0,0.0,0.0,0.0,0.0,0.0
3,3.4,21.955575391577085,50.0,21.444424608422914,0.0,0.40589314890479844,0.0,0.40589314890479844,0.12176794467144053
4,3.4,12.437050261051393,30.962949738948613,69.03705026105139,0.0,0.3314103683027548,0.0,0.3314103683027548,0.0994231104908236
5,3.4,31.06140777683909,11.100513987369839,40.275128496842456,0.0,0.5164657570885908,0.0,0.5164657570885908,0.1549397271265783
6,3.4,40.67164240631227,40.1604916231581,10.641966492632406,0.0,0.5578467752163471,0.0,0.5578467752163471,0.1673540325649063
7,3.4,83.00975841782076,56.07556825060933,8.109318099268798,0.0,0.40099285076916225,0.0,0.40099285076916225,0.1202978552307499
8,3.4,66.20097634821502,1.863618605892408,66.94602383713172,0.0,0.5446687805304099,0.0,0.5446687805304099,0.16340063415911704
9,3.4,34.49912931148722,12.363410369099604,42.861683006033374,0.0,0.46562958701110424,0.0,0.46562958701110424,0.1396888761033291
0,3.6,11.560812317520591,11.019593841239702,11.019593841239702,0.0,0.49625474565686933,0.0,0.49625474565686933,0.14887642369706097
1,3.6,88.4391876824794,11.019593841239704,11.019593841239704,0.0,0.49625474565685607,0.0,0.49625474565685607,0.1488764236970508
2,3.6,50.0,23.6,50.0,0.0,0.0,0.0,0.0,0.0
3,3.6,22.070609238140445,50.0,21.529390761859556,0.0,0.429769216487438,0.0,0.429769216487438,0.1289307649462329
4,3.6,12.580406158760299,31.019593841239708,68.98040615876029,0.0,0.3509050958499742,0.0,0.3509050958499742,0.10527152875499446
5,3.6,31.123843528417865,11.165250104273946,40.29131252606849,0.0,0.546846095740865,0.0,0.546846095740865,0.16405382872225813
6,3.6,40.711150783154174,40.169932306873285,10.679729227493135,0.0,0.5906612914055445,0.0,0.5906612914055445,0.17719838742166466
7,3.6,82.89268538357493,56.02118991240989,8.174572105108137,0.0,0.4245806655202961,0.0,0.4245806655202961,0.12737419965608615
8,3.6,66.15397495693357,1.9144197003566674,66.9428487687277,0.0,0.5767081205616115,0.0,0.5767081205616115,0.17301243616849016
9,3.6,34.587313388633525,12.443610979046637,42.85354671227063,0.0,0.49301956271763947,0.0,0.49301956271763947,0.14790586881529233
0,3.8,11.647524112938402,11.076237943530797,11.076237943530797,0.0,0.523824453748918,0.0,0.523824453748918,0.15714733612467613
1,3.8,88.3524758870616,11.076237943530801,11.076237943530801,0.0,0.5238244537489167,0.0,0.5238244537489167,0.15714733612467902
2,3.8,50.0,23.8,50.0,0.0,0.0,0.0,0.0,0.0
3,3.8,22.185643084703802,50.0,21.614356915296195,0.0,0.4536452840700697,0.0,0.4536452840700697,0.13609358522102027
4,3.8,12.723762056469203,31.0762379435308,68.9237620564692,0.0,0.370399823397193,0.0,0.370399823397193,0.11111994701915506
5,3.8,31.186279279996633,11.229986221178054,40.30749655529451,0.0,0.5772264343931337,0.0,0.5772264343931337,0.17316793031793967
6,3.8,40.75065915999607,40.17937299058846,10.717491962353865,0.0,0.6234758075947359,0.0,0.6234758075947359,0.18704274227842257
7,3.8,82.7756123493291,55.96681157421043,8.239826110947478,0.0,0.4481684802714093,0.0,0.4481684802714093,0.13445054408142565
8,3.8,66.1069735656521,1.9652207948209257,66.93967370032368,0.0,0.6087474605928138,0.0,0.6087474605928138,0.18262423817785012
9,3.8,34.675497465779834,12.523811588993674,42.84541041850789,0.0,0.5204095384241725,0.0,0.5204095384241725,0.15612286152725083
0,4.0,11.734235908356212,11.13288204582189,11.13288204582189,0.0,0.5513941618409645,0.0,0.5513941618409645,0.16541824855228981
1,4.0,88.26576409164379,11.132882045821894,11.132882045821894,0.0,0.5513941618409797,0.0,0.5513941618409797,0.16541824855229417
2,4.0,50.0,24.0,50.0,0.0,0.0,0.0,0.0,0.0
3,4.0,22.30067693126716,50.0,21.69932306873284,0.0,0.47752135165270315,0.0,0.47752135165270315,0.14325640549581267
4,4.0,12.867117954178108,31.132882045821894,68.86711795417811,0.0,0.389894550944407,0.0,0.389894550944407,0.11696836528331875
5,4.0,31.248715031575404,11.294722338082165,40.32368058452054,0.0,0.6076067730454064,0.0,0.6076067730454064,0.18228203191362194
6,4.0,40.79016753683797,40.188813674303645,10.755254697214596,0.0,0.6562903237839377,0.0,0.6562903237839377,0.1968870971351805
7,4.0,82.65853931508325,55.91243323601098,8.30508011678682,0.0,0.4717562950225501,0.0,0.4717562950225501,0.1415268885067609
8,4.0,66.05997217437063,2.0160218892851844,66.93649863191966,0.0,0.640786800624016,0.0,0.640786800624016,0.19223604018721013
9,4.0,34.763681542926136,12.604012198940708,42.83727412474515,0.0,0.5477995141307013,0.0,0.5477995141307013,0.16433985423921255
0,4.2,11.820947703774022,11.189526148112986,11.189526148112986,0.0,0.578963869933012,0.0,0.578963869933012,0.1736891609799035
1,4.2,88.17905229622598,11.189526148112988,11.189526148112988,0.0,0.5789638699330059,0.0,0.5789638699330059,0.17368916097989914
2,4.2,50.0,24.2,50.0,0.0,0.0,0.0,0.0,0.0
3,4.2,22.415710777830515,50.0,21.78428922216948,0.0,0.5013974192353349,0.0,0.5013974192353349,0.15041922577060005
4,4.2,13.010473851887012,31.189526148112986,68.81047385188702,0.0,0.4093892784916502,0.0,0.4093892784916502,0.12281678354749062
5,4.2,31.311150783154176,11.359458454986274,40.33986461374656,0.0,0.637987111697679,0.0,0.637987111697679,0.19139613350930426
6,4.2,40.82967591367987,40.19825435801883,10.793017432075324,0.0,0.6891048399731353,0.0,0.6891048399731353,0.20673145199193843
7,4.2,82.54146628083741,55.85805489781153,8.370334122626161,0.0,0.49534410977368787,0.0,0.49534410977368787,0.14860323293211036
8,4.2,66.01297078308914,2.066822983749446,66.93332356351566,0.0,0.6728261406552184,0.0,0.6728261406552184,0.20184784219656984
9,4.2,34.851865620072445,12.684212808887745,42.829137830982404,0.0,0.5751894898372496,0.0,0.5751894898372496,0.17255684695117637
0,4.4,11.907659499191833,11.24617025040408,11.24617025040408,0.0,0.6065335780250617,0.0,0.6065335780250617,0.18196007340751866
1,4.4,88.09234050080816,11.24617025040408,11.24617025040408,0.0,0.6065335780250569,0.0,0.6065335780250569,0.1819600734075143
2,4.4,50.0,24.4,50.0,0.0,0.0,0.0,0.0,0.0
3,4.4,22.530744624393876,50.0,21.869255375606123,0.0,0.5252734868179743,0.0,0.5252734868179743,0.15758204604539244
4,4.4,13.153829749595914,31.24617025040408,68.75382974959592,0.0,0.42888400603886484,0.0,0.42888400603886484,0.12866520181166047
5,4.4,31.373586534732947,11.424194571890382,40.356048642972596,0.0,0.6683674503499478,0.0,0.6683674503499478,0.20051023510498334
6,4.4,40.869184290521765,40.20769504173402,10.830780166936055,0.0,0.7219193561623367,0.0,0.7219193561623367,0.21657580684870364
7,4.4,82.42439324659158,55.803676559612086,8.4355881284655,0.0,0.5189319245247946,0.0,0.5189319245247946,0.1556795773574347
