agent,time,x,y,z,original_x,original_y,original_z,distance,threshold,applied_force
3,27.6,0.0,0.0,8.6,0.0,0.0,8.6,22.55925530685798,-10.77962765342899,0.0
0,27.8,19.0,8.8,0.0,19.0,8.8,0.0,1.3999999999999986,-0.1999999999999993,0.0
1,27.8,19.0,10.2,0.0,19.0,10.2,0.0,1.3999999999999986,-0.1999999999999993,0.0
2,27.8,10.0,10.0,19.0,10.0,10.0,19.0,21.05801510114379,-10.029007550571896,0.0
3,27.8,0.0,0.0,8.8,0.0,0.0,8.8,22.712991876897238,-10.856495938448619,0.0
0,28.0,19.0,9.0,0.0,19.0,9.0,0.0,1.0,0.0,0.0
1,28.0,19.0,10.0,0.0,19.0,10.0,0.0,1.0,0.0,0.0
2,28.0,10.0,10.0,19.0,10.0,10.0,19.0,21.047565179849187,-10.023782589924593,0.0
3,28.0,0.0,0.0,9.0,0.0,0.0,9.0,22.869193252058544,-10.934596626029272,0.0
0,28.2,19.0,8.908957249956401,0.22276068751089984,19.0,9.0,0.2,0.8246211251235328,0.0876894374382336,0.1876894374382336
1,28.2,19.0,9.8910427500436,-0.02276068751089983,19.0,9.8,0.0,0.8246211251235328,0.0876894374382336,0.1876894374382336
2,28.2,10.0,10.0,19.0,10.0,10.0,19.0,20.86719914123599,-9.933599570617995,0.0
3,28.2,0.0,0.0,9.2,0.0,0.0,9.2,22.869193252058544,-10.934596626029272,0.0
0,28.4,19.0,8.900384911698646,0.4664100588675688,19.0,9.0,0.4,0.7211102550927976,0.1394448724536012,0.23944487245360122
1,28.4,19.0,9.699615088301353,-0.0664100588675688,19.0,9.6,0.0,0.7211102550927976,0.1394448724536012,0.23944487245360122
2,28.4,10.0,10.0,19.0,10.0,10.0,19.0,20.6871941064998,-9.8435970532499,0.0
3,28.4,0.0,0.0,9.4,0.0,0.0,9.4,22.869193252058544,-10.934596626029272,0.0
0,28.6,19.0,8.933589941132432,0.699615088301353,19.0,9.0,0.6,0.721110255092798,0.139444872453601,0.239444872453601
1,28.6,19.0,9.466410058867568,-0.09961508830135304,19.0,9.4,0.0,0.721110255092798,0.139444872453601,0.239444872453601
2,28.6,10.0,10.0,19.0,10.0,10.0,19.0,20.50755958177374,-9.75377979088687,0.0
3,28.6,0.0,0.0,9.6,0.0,0.0,9.6,22.869193252058544,-10.934596626029272,0.0
0,28.8,19.0,8.9772393124891,0.8910427500435997,19.0,9.0,0.8,0.824621125123532,0.08768943743823399,0.187689437438234
1,28.8,19.0,9.222760687510899,-0.09104275004359962,19.0,9.2,0.0,0.824621125123532,0.08768943743823399,0.187689437438234
2,28.8,10.0,10.0,19.0,10.0,10.0,19.0,20.32830538928417,-9.664152694642086,0.0
3,28.8,0.0,0.0,9.8,0.0,0.0,9.8,22.869193252058544,-10.934596626029272,0.0
0,29.0,19.0,9.0,1.0,19.0,9.0,1.0,1.0,0.0,0.0
1,29.0,19.0,9.0,0.0,19.0,9.0,0.0,1.0,0.0,0.0
2,29.0,10.0,10.0,19.0,10.0,10.0,19.0,20.149441679609886,-9.574720839804943,0.0
3,29.0,0.0,0.0,10.0,0.0,0.0,10.0,22.869193252058544,-10.934596626029272,0.0
0,29.2,19.0,9.2,1.0,19.0,9.2,1.0,1.0770329614269003,-0.03851648071345015,0.0
1,29.2,19.0,8.8,0.0,19.0,8.8,0.0,1.0770329614269003,-0.03851648071345015,0.0
2,29.2,10.0,10.0,19.0,10.0,10.0,19.0,20.14050644844861,-9.570253224224304,0.0
3,29.2,0.0,0.0,10.2,0.0,0.0,10.2,23.027809274874585,-11.013904637437292,0.0
0,29.4,19.0,9.4,1.0,19.0,9.4,1.0,1.2806248474865702,-0.14031242374328512,0.0
1,29.4,19.0,8.6,0.0,19.0,8.6,0.0,1.2806248474865702,-0.14031242374328512,0.0
2,29.4,10.0,10.0,19.0,10.0,10.0,19.0,20.133554082675023,-9.566777041337511,0.0
3,29.4,0.0,0.0,10.4,0.0,0.0,10.4,23.18879039536129,-11.094395197680646,0.0
0,29.6,19.0,9.6,1.0,19.0,9.6,1.0,1.5620499351813304,-0.2810249675906652,0.0
1,29.6,19.0,8.4,0.0,19.0,8.4,0.0,1.5620499351813304,-0.2810249675906652,0.0
2,29.6,10.0,10.0,19.0,10.0,10.0,19.0,20.12858663692014,-9.56429331846007,0.0
3,29.6,0.0,0.0,10.6,0.0,0.0,10.6,23.35208770110287,-11.176043850551435,0.0
0,29.8,19.0,9.8,1.0,19.0,9.8,1.0,1.886796226411322,-0.443398113205661,0.0
1,29.8,19.0,8.2,0.0,19.0,8.2,0.0,1.886796226411322,-0.443398113205661,0.0
2,29.8,10.0,10.0,19.0,10.0,10.0,19.0,20.12560558095085,-9.562802790475425,0.0
3,29.8,0.0,0.0,10.8,0.0,0.0,10.8,23.51765294411838,-11.25882647205919,0.0
0,30.0,19.0,10.0,1.0,19.0,10.0,1.0,2.23606797749979,-0.6180339887498949,0.0
1,30.0,19.0,8.0,0.0,19.0,8.0,0.0,2.23606797749979,-0.6180339887498949,0.0
2,30.0,10.0,10.0,19.0,10.0,10.0,19.0,20.12461179749811,-9.562305898749054,0.0
3,30.0,0.0,0.0,11.0,0.0,0.0,11.0,23.68543856465402,-11.34271928232701,0.0
0,30.2,19.0,10.2,1.0,19.0,10.2,1.0,2.5999999999999996,-0.7999999999999998,0.0
1,30.2,19.0,7.8,0.0,19.0,7.8,0.0,2.5999999999999996,-0.7999999999999998,0.0
2,30.2,10.0,10.0,19.0,10.0,10.0,19.0,20.12560558095085,-9.562802790475425,0.0
3,30.2,0.0,0.0,11.2,0.0,0.0,11.2,23.855397712048315,-11.427698856024158,0.0
0,30.4,19.0,10.4,1.0,19.0,10.4,1.0,2.9732137494637016,-0.9866068747318508,0.0
1,30.4,19.0,7.6,0.0,19.0,7.6,0.0,2.9732137494637016,-0.9866068747318508,0.0
2,30.4,10.0,10.0,19.0,10.0,10.0,19.0,20.12858663692014,-9.56429331846007,0.0
3,30.4,0.0,0.0,11.4,0.0,0.0,11.4,24.027484262818696,-11.513742131409348,0.0
0,30.6,19.0,10.6,1.0,19.0,10.6,1.0,3.3526109228480414,-1.1763054614240207,0.0
1,30.6,19.0,7.4,0.0,19.0,7.4,0.0,3.3526109228480414,-1.1763054614240207,0.0
2,30.6,10.0,10.0,19.0,10.0,10.0,19.0,20.133554082675023,-9.566777041337511,0.0
3,30.6,0.0,0.0,11.6,0.0,0.0,11.6,24.201652836118445,-11.600826418059222,0.0
0,30.8,19.0,10.8,1.0,19.0,10.8,1.0,3.7363083384538816,-1.3681541692269408,0.0
1,30.8,19.0,7.2,0.0,19.0,7.2,0.0,3.7363083384538816,-1.3681541692269408,0.0
2,30.8,10.0,10.0,19.0,10.0,10.0,19.0,20.14050644844861,-9.570253224224304,0.0
3,30.8,0.0,0.0,11.8,0.0,0.0,11.8,24.37785880671229,-11.688929403356145,0.0
0,31.0,19.0,11.0,1.0,19.0,11.0,1.0,4.123105625617661,-1.5615528128088303,0.0
1,31.0,19.0,7.0,0.0,19.0,7.0,0.0,4.123105625617661,-1.5615528128088303,0.0
2,31.0,10.0,10.0,19.0,10.0,10.0,19.0,20.149441679609886,-9.574720839804943,0.0
3,31.0,0.0,0.0,12.0,0.0,0.0,12.0,24.55605831561735,-11.778029157808675,0.0
0,31.2,19.0,11.2,1.0,19.0,11.2,1.0,4.512205669071391,-1.7561028345356955,0.0
1,31.2,19.0,6.8,0.0,19.0,6.8,0.0,4.512205669071391,-1.7561028345356955,0.0
2,31.2,10.0,10.0,19.0,10.0,10.0,19.0,20.16035713969373,-9.580178569846865,0.0
3,31.2,0.0,0.0,12.2,0.0,0.0,12.2,24.73620827855393,-11.868104139276966,0.0
0,31.4,19.0,11.4,1.0,19.0,11.4,1.0,4.903060268852506,-1.9515301344262528,0.0
1,31.4,19.0,6.6,0.0,19.0,6.6,0.0,4.903060268852506,-1.9515301344262528,0.0
2,31.4,10.0,10.0,19.0,10.0,10.0,19.0,20.173249614278806,-9.586624807139403,0.0
3,31.4,0.0,0.0,12.4,0.0,0.0,12.4,24.918266392347604,-11.959133196173802,0.0
0,31.6,19.0,11.6,1.0,19.0,11.6,1.0,5.29528091794949,-2.147640458974745,0.0
1,31.6,19.0,6.4,0.0,19.0,6.4,0.0,5.29528091794949,-2.147640458974745,0.0
2,31.6,10.0,10.0,19.0,10.0,10.0,19.0,20.188115315699978,-9.594057657849989,0.0
3,31.6,0.0,0.0,12.6,0.0,0.0,12.6,25.10219113942048,-12.05109556971024,0.0
0,31.8,19.0,11.8,1.0,19.0,11.8,1.0,5.688585061331158,-2.344292530665579,0.0
1,31.8,19.0,6.2,0.0,19.0,6.2,0.0,5.688585061331158,-2.344292530665579,0.0
2,31.8,10.0,10.0,19.0,10.0,10.0,19.0,20.204949888579282,-9.602474944289641,0.0
3,31.8,0.0,0.0,12.8,0.0,0.0,12.8,25.28794179050561,-12.143970895252805,0.0
0,32.0,19.0,12.0,1.0,19.0,12.0,1.0,6.082762530298219,-2.5413812651491097,0.0
1,32.0,19.0,6.0,0.0,19.0,6.0,0.0,6.082762530298219,-2.5413812651491097,0.0
2,32.0,10.0,10.0,19.0,10.0,10.0,19.0,20.223748416156685,-9.611874208078342,0.0
3,32.0,0.0,0.0,13.0,0.0,0.0,13.0,25.475478405713993,-12.237739202856996,0.0
0,32.2,19.0,12.2,1.0,19.0,12.2,1.0,6.477653896280659,-2.7388269481403293,0.0
1,32.2,19.0,5.8,0.0,19.0,5.8,0.0,6.477653896280659,-2.7388269481403293,0.0
2,32.2,10.0,10.0,19.0,10.0,10.0,19.0,20.244505427399307,-9.622252713699654,0.0
3,32.2,0.0,0.0,13.2,0.0,0.0,13.2,25.664761834079037,-12.332380917039519,0.0
0,32.4,19.0,12.4,1.0,19.0,12.4,1.0,6.8731361109758335,-2.9365680554879168,0.0
1,32.4,19.0,5.6,0.0,19.0,5.6,0.0,6.8731361109758335,-2.9365680554879168,0.0
2,32.4,10.0,10.0,19.0,10.0,10.0,19.0,20.267214904865444,-9.633607452432722,0.0
3,32.4,0.0,0.0,13.4,0.0,0.0,13.4,25.85575371169829,-12.427876855849146,0.0
0,32.6,19.0,12.6,1.0,19.0,12.6,1.0,7.269112738154498,-3.134556369077249,0.0
1,32.6,19.0,5.4,0.0,19.0,5.4,0.0,7.269112738154498,-3.134556369077249,0.0
2,32.6,10.0,10.0,19.0,10.0,10.0,19.0,20.291870293297265,-9.645935146648632,0.0
3,32.6,0.0,0.0,13.6,0.0,0.0,13.6,26.048416458587266,-12.524208229293633,0.0
0,32.8,19.0,12.8,1.0,19.0,12.8,1.0,7.66550715869472,-3.33275357934736,0.0
1,32.8,19.0,5.2,0.0,19.0,5.2,0.0,7.66550715869472,-3.33275357934736,0.0
2,32.8,10.0,10.0,19.0,10.0,10.0,19.0,20.318464508914055,-9.659232254457027,0.0
3,32.8,0.0,0.0,13.8,0.0,0.0,13.8,26.242713274354845,-12.621356637177422,0.0
0,33.0,19.0,13.0,1.0,19.0,13.0,1.0,8.06225774829855,-3.5311288741492746,0.0
1,33.0,19.0,5.0,0.0,19.0,5.0,0.0,8.06225774829855,-3.5311288741492746,0.0
2,33.0,10.0,10.0,19.0,10.0,10.0,19.0,20.346989949375804,-9.673494974687902,0.0
3,33.0,0.0,0.0,14.0,0.0,0.0,14.0,26.43860813280457,-12.719304066402286,0.0
0,33.2,19.0,13.2,1.0,19.0,13.2,1.0,8.45931439302264,-3.7296571965113197,0.0
1,33.2,19.0,4.8,0.0,19.0,4.8,0.0,8.45931439302264,-3.7296571965113197,0.0
2,33.2,10.0,10.0,19.0,10.0,10.0,19.0,20.377438504385186,-9.688719252192593,0.0
3,33.2,0.0,0.0,14.2,0.0,0.0,14.2,26.636065775560773,-12.818032887780387,0.0
0,33.4,19.0,13.4,1.0,19.0,13.4,1.0,8.856635930193812,-3.9283179650969062,0.0
1,33.4,19.0,4.6,0.0,19.0,4.6,0.0,8.856635930193812,-3.9283179650969062,0.0
2,33.4,10.0,10.0,19.0,10.0,10.0,19.0,20.409801566894274,-9.704900783447137,0.0
3,33.4,0.0,0.0,14.4,0.0,0.0,14.4,26.83505170481324,-12.91752585240662,0.0
0,33.6,19.0,13.6,1.0,19.0,13.6,1.0,9.25418824100742,-4.12709412050371,0.0
1,33.6,19.0,4.4,0.0,19.0,4.4,0.0,9.25418824100742,-4.12709412050371,0.0
2,33.6,10.0,10.0,19.0,10.0,10.0,19.0,20.444070044880984,-9.722035022440492,0.0
3,33.6,0.0,0.0,14.6,0.0,0.0,14.6,27.0355321752689,-13.01776608763445,0.0
0,33.8,19.0,13.8,1.0,19.0,13.8,1.0,9.651942809610924,-4.325971404805462,0.0
1,33.8,19.0,4.2,0.0,19.0,4.2,0.0,9.651942809610924,-4.325971404805462,0.0
2,33.8,10.0,10.0,19.0,10.0,10.0,19.0,20.48023437365891,-9.740117186829455,0.0
3,33.8,0.0,0.0,14.8,0.0,0.0,14.8,27.237474185393918,-13.118737092696959,0.0
0,34.0,19.0,14.0,1.0,19.0,14.0,1.0,10.04987562112089,-4.524937810560445,0.0
1,34.0,19.0,4.0,0.0,19.0,4.0,0.0,10.04987562112089,-4.524937810560445,0.0
2,34.0,10.0,10.0,19.0,10.0,10.0,19.0,20.518284528683193,-9.759142264341596,0.0
3,34.0,0.0,0.0,15.0,0.0,0.0,15.0,27.440845468024488,-13.220422734012244,0.0
0,34.2,19.0,14.2,1.0,19.0,14.2,1.0,10.44796630928718,-4.72398315464359,0.0
1,34.2,19.0,3.8,0.0,19.0,3.8,0.0,10.44796630928718,-4.72398315464359,0.0
2,34.2,10.0,10.0,19.0,10.0,10.0,19.0,20.558210038814178,-9.779105019407089,0.0
3,34.2,0.0,0.0,15.2,0.0,0.0,15.2,27.645614480419855,-13.322807240209928,0.0
0,34.4,19.0,14.4,1.0,19.0,14.4,1.0,10.846197490365,-4.9230987451825,0.0
1,34.4,19.0,3.6,0.0,19.0,3.6,0.0,10.846197490365,-4.9230987451825,0.0
2,34.4,10.0,10.0,19.0,10.0,10.0,19.0,20.6,-9.8,0.0
3,34.4,0.0,0.0,15.4,0.0,0.0,15.4,27.85175039382624,-13.42587519691312,0.0
0,34.6,19.0,14.6,1.0,19.0,14.6,1.0,11.244554237496477,-5.122277118748238,0.0
1,34.6,19.0,3.4,0.0,19.0,3.4,0.0,11.244554237496477,-5.122277118748238,0.0
2,34.6,10.0,10.0,19.0,10.0,10.0,19.0,20.643643089338664,-9.821821544669332,0.0
3,34.6,0.0,0.0,15.6,0.0,0.0,15.6,28.059223082615812,-13.529611541307906,0.0
0,34.8,19.0,14.8,1.0,19.0,14.8,1.0,11.643023662262308,-5.321511831131154,0.0
1,34.8,19.0,3.2,0.0,19.0,3.2,0.0,11.643023662262308,-5.321511831131154,0.0
2,34.8,10.0,10.0,19.0,10.0,10.0,19.0,20.68912757948,-9.84456378974,0.0
3,34.8,0.0,0.0,15.8,0.0,0.0,15.8,28.268003113060534,-13.634001556530267,0.0
0,35.0,19.0,15.0,1.0,19.0,15.0,1.0,12.041594578792296,-5.520797289396148,0.0
1,35.0,19.0,3.0,0.0,19.0,3.0,0.0,12.041594578792296,-5.520797289396148,0.0
2,35.0,10.0,10.0,19.0,10.0,10.0,19.0,20.73644135332772,-9.86822067666386,0.0
3,35.0,0.0,0.0,16.0,0.0,0.0,16.0,28.478061731796284,-13.739030865898142,0.0
0,35.2,19.0,15.2,1.0,19.0,15.2,1.0,12.440257232067188,-5.720128616033594,0.0
1,35.2,19.0,2.8,0.0,19.0,2.8,0.0,12.440257232067188,-5.720128616033594,0.0
2,35.2,10.0,10.0,19.0,10.0,10.0,19.0,20.785571919001892,-9.892785959500946,0.0
3,35.2,0.0,0.0,16.2,0.0,0.0,16.2,28.689370854028848,-13.844685427014424,0.0
0,35.4,19.0,15.4,1.0,19.0,15.4,1.0,12.839003076563229,-5.919501538281614,0.0
1,35.4,19.0,2.6,0.0,19.0,2.6,0.0,12.839003076563229,-5.919501538281614,0.0
2,35.4,10.0,10.0,19.0,10.0,10.0,19.0,20.836506425022407,-9.918253212511203,0.0
3,35.4,0.0,0.0,16.4,0.0,0.0,16.4,28.901903051529324,-13.950951525764662,0.0
0,35.6,19.0,15.6,1.0,19.0,15.6,1.0,13.23782459469833,-6.118912297349165,0.0
1,35.6,19.0,2.4,0.0,19.0,2.4,0.0,13.23782459469833,-6.118912297349165,0.0
2,35.6,10.0,10.0,19.0,10.0,10.0,19.0,20.88923167567443,-9.944615837837215,0.0
3,35.6,0.0,0.0,16.6,0.0,0.0,16.6,29.115631540462935,-14.057815770231468,0.0
0,35.8,19.0,15.8,1.0,19.0,15.8,1.0,13.63671514698463,-6.318357573492315,0.0
1,35.8,19.0,2.2,0.0,19.0,2.2,0.0,13.63671514698463,-6.318357573492315,0.0
2,35.8,10.0,10.0,19.0,10.0,10.0,19.0,20.943734146517425,-9.971867073258712,0.0
3,35.8,0.0,0.0,16.8,0.0,0.0,16.8,29.330530169091727,-14.165265084545863,0.0
0,36.0,19.0,16.0,1.0,19.0,16.0,1.0,14.035668847618199,-6.5178344238090995,0.0
1,36.0,19.0,2.0,0.0,19.0,2.0,0.0,14.035668847618199,-6.5178344238090995,0.0
2,36.0,10.0,10.0,19.0,10.0,10.0,19.0,21.0,-10.0,0.0
3,36.0,0.0,0.0,17.0,0.0,0.0,17.0,29.546573405388315,-14.273286702694158,0.0
0,36.2,19.0,16.2,1.0,19.0,16.2,1.0,14.434680460612904,-6.717340230306452,0.0
1,36.2,19.0,1.8,0.0,19.0,1.8,0.0,14.434680460612904,-6.717340230306452,0.0
2,36.2,10.0,10.0,19.0,10.0,10.0,19.0,21.05801510114379,-10.029007550571896,0.0
3,36.2,0.0,0.0,17.2,0.0,0.0,17.2,29.763736324594735,-14.381868162297367,0.0
0,36.4,19.0,16.4,1.0,19.0,16.4,1.0,14.833745312630926,-6.916872656315463,0.0
1,36.4,19.0,1.6,0.0,19.0,1.6,0.0,14.833745312630926,-6.916872656315463,0.0
2,36.4,10.0,10.0,19.0,10.0,10.0,19.0,21.117765033260504,-10.058882516630252,0.0
3,36.4,0.0,0.0,17.4,0.0,0.0,17.4,29.98199459675757,-14.490997298378785,0.0
0,36.6,19.0,16.6,1.0,19.0,16.6,1.0,15.232859219463693,-7.1164296097318465,0.0
1,36.6,19.0,1.4,0.0,19.0,1.4,0.0,15.232859219463693,-7.1164296097318465,0.0
2,36.6,10.0,10.0,19.0,10.0,10.0,19.0,21.17923511366735,-10.089617556833675,0.0
3,36.6,0.0,0.0,17.6,0.0,0.0,17.6,30.201324474267683,-14.600662237133841,0.0
0,36.8,19.0,16.8,1.0,19.0,16.8,1.0,15.632018423735307,-7.316009211867653,0.0
1,36.8,19.0,1.2,0.0,19.0,1.2,0.0,15.632018423735307,-7.316009211867653,0.0
2,36.8,10.0,10.0,19.0,10.0,10.0,19.0,21.242410409367388,-10.121205204683694,0.0
3,36.8,0.0,0.0,17.8,0.0,0.0,17.8,30.421702779430344,-14.710851389715172,0.0
0,37.0,19.0,17.0,1.0,19.0,17.0,1.0,16.0312195418814,-7.515609770940699,0.0
1,37.0,19.0,1.0,0.0,19.0,1.0,0.0,16.0312195418814,-7.515609770940699,0.0
2,37.0,10.0,10.0,19.0,10.0,10.0,19.0,21.307275752662516,-10.153637876331258,0.0
3,37.0,0.0,0.0,18.0,0.0,0.0,18.0,30.643106892089126,-14.821553446044563,0.0
0,37.2,19.0,17.2,1.0,19.0,17.2,1.0,16.4304595188327,-7.715229759416349,0.0
1,37.2,19.0,0.8,0.0,19.0,0.8,0.0,16.4304595188327,-7.715229759416349,0.0
2,37.2,10.0,10.0,19.0,10.0,10.0,19.0,21.37381575666825,-10.186907878334125,0.0
3,37.2,0.0,0.0,18.2,0.0,0.0,18.2,30.865514737324563,-14.932757368662282,0.0
0,37.4,19.0,17.4,1.0,19.0,17.4,1.0,16.82973558912914,-7.91486779456457,0.0
1,37.4,19.0,0.6,0.0,19.0,0.6,0.0,16.82973558912914,-7.91486779456457,0.0
2,37.4,10.0,10.0,19.0,10.0,10.0,19.0,21.442014830700963,-10.221007415350481,0.0
3,37.4,0.0,0.0,18.4,0.0,0.0,18.4,31.088904773246675,-15.044452386623338,0.0
0,37.6,19.0,17.6,1.0,19.0,17.6,1.0,17.22904524342542,-8.11452262171271,0.0
1,37.6,19.0,0.4,0.0,19.0,0.4,0.0,17.22904524342542,-8.11452262171271,0.0
2,37.6,10.0,10.0,19.0,10.0,10.0,19.0,21.51185719550964,-10.25592859775482,0.0
3,37.6,0.0,0.0,18.6,0.0,0.0,18.6,31.313255978898137,-15.156627989449069,0.0
0,37.8,19.0,17.8,1.0,19.0,17.8,1.0,17.628386199536248,-8.314193099768124,0.0
1,37.8,19.0,0.1999999999999999,0.0,19.0,0.1999999999999999,0.0,17.628386199536248,-8.314193099768124,0.0
2,37.8,10.0,10.0,19.0,10.0,10.0,19.0,21.58332689832594,-10.29166344916297,0.0
3,37.8,0.0,0.0,18.8,0.0,0.0,18.8,31.538547842283418,-15.269273921141709,0.0
0,38.0,19.0,18.0,1.0,19.0,18.0,1.0,18.027756377319946,-8.513878188659973,0.0
1,38.0,19.0,0.0,0.0,19.0,0.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,38.0,10.0,10.0,19.0,10.0,10.0,19.0,21.656407827707714,-10.328203913853857,0.0
3,38.0,0.0,0.0,19.0,0.0,0.0,19.0,31.76476034853718,-15.38238017426859,0.0
0,38.2,19.0,18.2,1.0,19.0,18.2,1.0,18.2175739328814,-8.6087869664407,0.0
1,38.2,19.0,0.0,0.2,19.0,0.0,0.2,18.2175739328814,-8.6087869664407,0.0
2,38.2,10.0,10.0,19.0,10.0,10.0,19.0,21.73108372815309,-10.365541864076546,0.0
3,38.2,0.0,0.0,19.0,0.0,0.0,19.0,31.87851941354868,-15.43925970677434,0.0
0,38.4,19.0,18.4,1.0,19.0,18.4,1.0,18.40978000954927,-8.704890004774635,0.0
1,38.4,19.0,0.0,0.4,19.0,0.0,0.4,18.40978000954927,-8.704890004774635,0.0
2,38.4,10.0,10.0,19.0,10.0,10.0,19.0,21.807338214463496,-10.403669107231748,0.0
3,38.4,0.0,0.0,19.0,0.0,0.0,19.0,31.9931242613159,-15.49656213065795,0.0
0,38.6,19.0,18.6,1.0,19.0,18.6,1.0,18.604300578092154,-8.802150289046077,0.0
1,38.6,19.0,0.0,0.6,19.0,0.0,0.6,18.604300578092154,-8.802150289046077,0.0
2,38.6,10.0,10.0,19.0,10.0,10.0,19.0,21.885154785835994,-10.442577392917997,0.0
3,38.6,0.0,0.0,19.0,0.0,0.0,19.0,32.1085658353032,-15.554282917651602,0.0
0,38.8,19.0,18.8,1.0,19.0,18.8,1.0,18.801063799689636,-8.900531899844818,0.0
1,38.8,19.0,0.0,0.8,19.0,0.0,0.8,18.801063799689636,-8.900531899844818,0.0
2,38.8,10.0,10.0,19.0,10.0,10.0,19.0,21.964516839666654,-10.482258419833327,0.0
3,38.8,0.0,0.0,19.0,0.0,0.0,19.0,32.22483514310042,-15.61241757155021,0.0
0,39.0,19.0,19.0,1.0,19.0,19.0,1.0,19.0,-9.0,0.0
1,39.0,19.0,0.0,1.0,19.0,0.0,1.0,19.0,-9.0,0.0
2,39.0,10.0,10.0,19.0,10.0,10.0,19.0,22.045407685048602,-10.522703842524301,0.0
3,39.0,0.0,0.0,19.0,0.0,0.0,19.0,32.341923257592455,-15.670961628796228,0.0
0,39.2,19.0,19.0,1.2,19.0,19.0,1.2,19.0,-9.0,0.0
1,39.2,19.0,0.0,1.2,19.0,0.0,1.2,19.0,-9.0,0.0
2,39.2,10.0,10.0,19.0,10.0,10.0,19.0,21.88241302964552,-10.44120651482276,0.0
3,39.2,0.0,0.0,19.0,0.0,0.0,19.0,32.23104093882169,-15.615520469410846,0.0
0,39.4,19.0,19.0,1.4,19.0,19.0,1.4,19.0,-9.0,0.0
1,39.4,19.0,0.0,1.4,19.0,0.0,1.4,19.0,-9.0,0.0
2,39.4,10.0,10.0,19.0,10.0,10.0,19.0,21.720036832381293,-10.360018416190647,0.0
3,39.4,0.0,0.0,19.0,0.0,0.0,19.0,32.12102115437801,-15.560510577189007,0.0
0,39.6,19.0,19.0,1.6,19.0,19.0,1.6,19.0,-9.0,0.0
1,39.6,19.0,0.0,1.6,19.0,0.0,1.6,19.0,-9.0,0.0
2,39.6,10.0,10.0,19.0,10.0,10.0,19.0,21.558293067866018,-10.279146533933009,0.0
3,39.6,0.0,0.0,19.0,0.0,0.0,19.0,32.011872797448135,-15.505936398724067,0.0
0,39.8,19.0,19.0,1.8,19.0,19.0,1.8,19.0,-9.0,0.0
1,39.8,19.0,0.0,1.8,19.0,0.0,1.8,19.0,-9.0,0.0
2,39.8,10.0,10.0,19.0,10.0,10.0,19.0,21.397196077991154,-10.198598038995577,0.0
3,39.8,0.0,0.0,19.0,0.0,0.0,19.0,31.903604811995773,-15.451802405997887,0.0
0,40.0,19.0,19.0,2.0,19.0,19.0,2.0,19.0,-9.0,0.0
1,40.0,19.0,0.0,2.0,19.0,0.0,2.0,19.0,-9.0,0.0
2,40.0,10.0,10.0,19.0,10.0,10.0,19.0,21.236760581595302,-10.118380290797651,0.0
3,40.0,0.0,0.0,19.0,0.0,0.0,19.0,31.796226191169293,-15.398113095584646,0.0
0,40.2,19.0,19.0,2.2,19.0,19.0,2.2,19.0,-9.0,0.0
1,40.2,19.0,0.0,2.2,19.0,0.0,2.2,19.0,-9.0,0.0
2,40.2,10.0,10.0,19.0,10.0,10.0,19.0,21.077001684300356,-10.038500842150178,0.0
3,40.2,0.0,0.0,19.0,0.0,0.0,19.0,31.689745975630665,-15.344872987815332,0.0
0,40.4,19.0,19.0,2.4,19.0,19.0,2.4,19.0,-9.0,0.0
1,40.4,19.0,0.0,2.4,19.0,0.0,2.4,19.0,-9.0,0.0
2,40.4,10.0,10.0,19.0,10.0,10.0,19.0,20.917934888511343,-9.958967444255672,0.0
3,40.4,0.0,0.0,19.0,0.0,0.0,19.0,31.584173251804454,-15.292086625902227,0.0
0,40.6,19.0,19.0,2.6,19.0,19.0,2.6,19.0,-9.0,0.0
1,40.6,19.0,0.0,2.6,19.0,0.0,2.6,19.0,-9.0,0.0
2,40.6,10.0,10.0,19.0,10.0,10.0,19.0,20.75957610357206,-9.87978805178603,0.0
3,40.6,0.0,0.0,19.0,0.0,0.0,19.0,31.47951715004536,-15.23975857502268,0.0
0,40.8,19.0,19.0,2.8,19.0,19.0,2.8,19.0,-9.0,0.0
1,40.8,19.0,0.0,2.8,19.0,0.0,2.8,19.0,-9.0,0.0
2,40.8,10.0,10.0,19.0,10.0,10.0,19.0,20.601941656067275,-9.800970828033638,0.0
3,40.8,0.0,0.0,19.0,0.0,0.0,19.0,31.375786842723166,-15.187893421361583,0.0
0,41.0,19.0,19.0,3.0,19.0,19.0,3.0,19.0,-9.0,0.0
1,41.0,19.0,0.0,3.0,19.0,0.0,3.0,19.0,-9.0,0.0
2,41.0,10.0,10.0,19.0,10.0,10.0,19.0,20.445048300260872,-9.722524150130436,0.0
3,41.0,0.0,0.0,19.0,0.0,0.0,19.0,31.272991542223778,-15.136495771111889,0.0
0,41.2,19.0,19.0,3.2,19.0,19.0,3.2,19.0,-9.0,0.0
1,41.2,19.0,0.0,3.2,19.0,0.0,3.2,19.0,-9.0,0.0
2,41.2,10.0,10.0,19.0,10.0,10.0,19.0,20.288913228657666,-9.644456614328833,0.0
3,41.2,0.0,0.0,19.0,0.0,0.0,19.0,31.17114049886529,-15.085570249432646,0.0
0,41.4,19.0,19.0,3.4,19.0,19.0,3.4,19.0,-9.0,0.0
1,41.4,19.0,0.0,3.4,19.0,0.0,3.4,19.0,-9.0,0.0
