agent,time,x,y,z,original_x,original_y,original_z,attractive_force_x,attractive_force_y,attractive_force_z,repulsive_force_x,repulsive_force_y,repulsive_force_z,attractive_magnitude,repulsive_magnitude,total_magnitude,displacement_magnitude
8.0,0.4,66.94996643066406,1.1162065267562866,66.99272918701172,66.9456,1.1147585,66.99282,0.01453399658203125,0.004826784133911133,-0.00029754638671875,0.0,0.0,0.0,0.015317422337830067,0.0,0.015317422337830067,0.0045988913625478745
9.0,0.4,33.14423370361328,11.183448791503906,42.981388092041016,33.14742,11.181164,42.98162,-0.0106201171875,0.007617950439453125,-0.000774383544921875,0.0,0.0,0.0,0.013092735782265663,0.0,0.013092735782265663,0.003927002660930157
0.0,0.6,10.211299896240234,10.194351196289062,10.194351196289062,10.216142,10.19193,10.19193,-0.01614093780517578,0.008070945739746094,0.008070945739746094,0.0,0.0,0.0,0.01976891979575157,0.0,0.01976891979575157,0.0059303645975887775
1.0,0.6,89.78870391845703,10.19434928894043,10.19434928894043,89.78386,10.191928,10.191928,0.016143798828125,0.008070945739746094,0.008070945739746094,0.0,0.0,0.0,0.019771255552768707,0.0,0.019771255552768707,0.005932700354605913
2.0,0.6,50.0,20.600000381469727,50.0,50.0,20.6,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.6,20.308475494384766,50.0,20.29152488708496,20.312107,50.0,20.287893,-0.012107850052416325,0.0,0.012105941772460938,0.0,0.0,0.0,0.017121735960245132,0.0,0.017121735960245132,0.005135846324265003
4.0,0.6,10.405647277832031,30.19434928894043,69.80565643310547,10.408069,30.191929,69.808075,-0.0080718994140625,0.008069992065429688,-0.0080718994140625,0.0,0.0,0.0,0.013979838229715824,0.0,0.013979838229715824,0.004191749729216099
5.0,0.6,30.128005981445312,10.222115516662598,40.05552673339844,30.133886,10.219348,40.054836,-0.01959991455078125,0.00922393798828125,0.002307891845703125,0.0,0.0,0.0,0.02178448997437954,0.0,0.02178448997437954,0.006535650230944157
6.0,0.6,40.049339294433594,40.03239059448242,10.129565238952637,40.0562,40.031986,10.127952,-0.02286529541015625,0.001346588134765625,0.005379676818847656,0.0,0.0,0.0,0.023528194054961205,0.0,0.023528194054961205,0.007057673297822475
7.0,0.6,84.68453216552734,56.81342315673828,7.223890781402588,84.680984,56.815746,7.2211013,0.01181793212890625,-0.007747650146484375,0.00929880142211914,0.0,0.0,0.0,0.01691618375480175,0.0,0.01691618375480175,0.005075851920992136
8.0,0.6,66.9249496459961,1.174304723739624,66.98910522460938,66.91841,1.1721333,66.98924,0.02179718017578125,0.007237792015075684,-0.00045013427734375,0.0,0.0,0.0,0.02297183685004711,0.0,0.02297183685004711,0.006890891585499048
9.0,0.6,33.216346740722656,11.275172233581543,42.972084045410156,33.221127,11.271744,42.97243,-0.01593017578125,0.011426925659179688,-0.00115966796875,0.0,0.0,0.0,0.019638990983366966,0.0,0.019638990983366966,0.005892492830753326
0.0,0.8,10.281731605529785,10.259133338928223,10.259133338928223,10.288188,10.255905,10.255905,-0.021521568298339844,0.010761260986328125,0.010761260986328125,0.0,0.0,0.0,0.026358818635344505,0.0,0.026358818635344505,0.007907412014901638
1.0,0.8,89.71826171875,10.259135246276855,10.259135246276855,89.71181,10.255906,10.255906,0.02152252197265625,0.010762214660644531,0.010762214660644531,0.0,0.0,0.0,0.02636037766933441,0.0,0.02636037766933441,0.007906634360551834
2.0,0.8,50.0,20.799999237060547,50.0,50.0,20.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.8,20.411296844482422,50.0,20.388702392578125,20.41614,50.0,20.38386,-0.016139984130859375,0.0,0.016139984130859375,0.0,0.0,0.0,0.02282538451254368,0.0,0.02282538451254368,0.0068486942909657955
4.0,0.8,10.540868759155273,30.259136199951172,69.7408676147461,10.544097,30.255907,69.744095,-0.010761260986328125,0.010761260986328125,-0.01076507568359375,0.0,0.0,0.0,0.01864125393331051,0.0,0.01864125393331051,0.005591385066509247
5.0,0.8,30.170673370361328,10.29615306854248,40.074039459228516,30.178513,10.292463,40.073116,-0.026132583618164062,0.012297630310058594,0.00307464599609375,0.0,0.0,0.0,0.0290447436273098,0.0,0.0290447436273098,0.0087131904438138
6.0,0.8,40.06578826904297,40.043190002441406,10.172755241394043,40.074936,40.042652,10.170603,-0.030490875244140625,0.00179290771484375,0.007174491882324219,0.0,0.0,0.0,0.03137485310435295,0.0,0.03137485310435295,0.009412848390638828
7.0,0.8,84.57937622070312,56.7512321472168,7.298522472381592,84.574646,56.75433,7.2948036,0.01575469970703125,-0.0103302001953125,0.012396812438964844,0.0,0.0,0.0,0.022552262991666794,0.0,0.022552262991666794,0.006767540704458952
8.0,0.8,66.89993286132812,1.2324036359786987,66.9854736328125,66.89121,1.2295082,66.98566,0.0290679931640625,0.009651422500610352,-0.00060272216796875,0.0,0.0,0.0,0.0306343175470829,0.0,0.0306343175470829,0.00919035542756319
9.0,0.8,33.28846740722656,11.366898536682129,42.96277618408203,33.294838,11.362328,42.96324,-0.021240234375,0.01523590087890625,-0.001544952392578125,0.0,0.0,0.0,0.02618524618446827,0.0,0.02618524618446827,0.00785455945879221
0.0,1.0,10.352164268493652,10.323917388916016,10.323917388916016,10.360235,10.319882,10.319882,-0.026902198791503906,0.01345062255859375,0.01345062255859375,0.0,0.0,0.0,0.03294794261455536,0.0,0.03294794261455536,0.009884459897875786
1.0,1.0,89.64783477783203,10.323917388916016,10.323917388916016,89.63976,10.319882,10.319882,0.0269012451171875,0.013451576232910156,0.013451576232910156,0.0,0.0,0.0,0.03294794261455536,0.0,0.03294794261455536,0.009885238483548164
2.0,1.0,50.0,21.0,50.0,50.0,21.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,20.514123916625977,50.0,20.485876083374023,20.520176,50.0,20.479824,-0.020175933837890625,0.0,0.020175933837890625,0.0,0.0,0.0,0.028533078730106354,0.0,0.028533078730106354,0.008558845147490501
4.0,1.0,10.676084518432617,30.323917388916016,69.67607879638672,10.6801195,30.319881,69.680115,-0.01345062255859375,0.013452529907226562,-0.01345062255859375,0.0,0.0,0.0,0.02329826168715954,0.0,0.02329826168715954,0.006989919114857912
5.0,1.0,30.21334457397461,10.37019157409668,40.09254837036133,30.223145,10.36558,40.091396,-0.03266716003417969,0.01537322998046875,0.003841400146484375,0.0,0.0,0.0,0.03630752116441727,0.0,0.03630752116441727,0.010892043821513653
6.0,1.0,40.082237243652344,40.05398941040039,10.215948104858398,40.09367,40.053318,10.213258,-0.038112640380859375,0.002239227294921875,0.008968353271484375,0.0,0.0,0.0,0.03921758383512497,0.0,0.03921758383512497,0.011764097958803177
7.0,1.0,84.47421264648438,56.68903732299805,7.373152256011963,84.46831,56.692913,7.3685036,0.01969146728515625,-0.012912750244140625,0.015496253967285156,0.0,0.0,0.0,0.028189126402139664,0.0,0.028189126402139664,0.008455908857285976
8.0,1.0,66.87492370605469,1.2905054092407227,66.98184204101562,66.86402,1.2868867,66.98207,0.0363311767578125,0.012062430381774902,-0.00075531005859375,0.0,0.0,0.0,0.03828873485326767,0.0,0.03828873485326767,0.011489557102322578
9.0,1.0,33.3605842590332,11.458624839782715,42.95347213745117,33.36855,11.452911,42.954052,-0.02655029296875,0.019044876098632812,-0.00193023681640625,0.0,0.0,0.0,0.03273149952292442,0.0,0.03273149952292442,0.009819495491683483
0.0,1.2,10.422597885131836,10.388700485229492,10.388700485229492,10.432282,10.383859,10.383859,-0.03228282928466797,0.01614093780517578,0.01614093780517578,0.0,0.0,0.0,0.03953783959150314,0.0,0.03953783959150314,0.011860729195177555
1.0,1.2,89.57740020751953,10.388700485229492,10.388700485229492,89.56772,10.383858,10.383858,0.03227996826171875,0.01614093780517578,0.01614093780517578,0.0,0.0,0.0,0.03953550383448601,0.0,0.03953550383448601,0.011859172023832798
2.0,1.2,50.0,21.200000762939453,50.0,50.0,21.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.2,20.6169490814209,50.0,20.583051681518555,20.624212,50.0,20.575788,-0.024211883544921875,0.0,0.024211883544921875,0.0,0.0,0.0,0.03424077481031418,0.0,0.03424077481031418,0.010271692648530006
4.0,1.2,10.811298370361328,30.388700485229492,69.61129760742188,10.816141,30.383858,69.61614,-0.016141891479492188,0.016141891479492188,-0.016143798828125,0.0,0.0,0.0,0.027959676459431648,0.0,0.027959676459431648,0.00838900450617075
5.0,1.2,30.256010055541992,10.444229125976562,40.11105728149414,30.26777,10.438695,40.109673,-0.0391998291015625,0.018446922302246094,0.004611968994140625,0.0,0.0,0.0,0.04356817528605461,0.0,0.04356817528605461,0.013071300461888313
6.0,1.2,40.09867858886719,40.06478500366211,10.259133338928223,40.1124,40.063976,10.255905,-0.045734405517578125,0.002689361572265625,0.010761260986328125,0.0,0.0,0.0,0.047060318291187286,0.0,0.047060318291187286,0.014119272120296955
7.0,1.2,84.36905670166016,56.62684631347656,7.447781085968018,84.36197,56.631496,7.442202,0.0236358642578125,-0.01549530029296875,0.018596649169921875,0.0,0.0,0.0,0.033831845968961716,0.0,0.033831845968961716,0.010148121044039726
8.0,1.2,66.84990692138672,1.3486032485961914,66.97821044921875,66.83682,1.3442602,66.97848,0.04360198974609375,0.014476656913757324,-0.0009002685546875,0.0,0.0,0.0,0.045951250940561295,0.0,0.045951250940561295,0.013788946904242039
9.0,1.2,33.43269729614258,11.550348281860352,42.94416809082031,33.442257,11.543492,42.944862,-0.0318603515625,0.022852899506688118,-0.0023193359375,0.0,0.0,0.0,0.03927742689847946,0.0,0.03927742689847946,0.011784431524574757
0.0,1.4,10.493030548095703,10.453484535217285,10.453484535217285,10.50433,10.447835,10.447835,-0.03766345977783203,0.018831253051757812,0.018831253051757812,0.0,0.0,0.0,0.046127740293741226,0.0,0.046127740293741226,0.013838555663824081
1.0,1.4,89.50696563720703,10.453486442565918,10.453486442565918,89.49567,10.447837,10.447837,0.03766632080078125,0.01883220672607422,0.01883220672607422,0.0,0.0,0.0,0.04613085463643074,0.0,0.04613085463643074,0.013838555663824081
2.0,1.4,50.0,21.399999618530273,50.0,50.0,21.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.4,20.71977424621582,50.0,20.680227279663086,20.728249,50.0,20.671753,-0.028247833251953125,0.0,0.028247833251953125,0.0,0.0,0.0,0.039948467165231705,0.0,0.039948467165231705,0.011984540149569511
4.0,1.4,10.946515083312988,30.45348358154297,69.54651641845703,10.952165,30.447834,69.55216,-0.018831253051757812,0.018833160400390625,-0.018829345703125,0.0,0.0,0.0,0.03261668607592583,0.0,0.03261668607592583,0.009783134795725346
5.0,1.4,30.298681259155273,10.518267631530762,40.12956619262695,30.3124,10.511811,40.127953,-0.045734405517578125,0.021521568298339844,0.005382537841796875,0.0,0.0,0.0,0.05083095282316208,0.0,0.05083095282316208,0.015248436480760574
6.0,1.4,40.11512756347656,40.07558059692383,10.302323341369629,40.131134,40.07464,10.298557,-0.053356170654296875,0.003139495849609375,0.012554168701171875,0.0,0.0,0.0,0.054903049021959305,0.0,0.054903049021959305,0.016470521688461304
7.0,1.4,84.2638931274414,56.56464767456055,7.522419452667236,84.25562,56.570072,7.515911,0.0275726318359375,-0.018077850341796875,0.021694660186767578,0.0,0.0,0.0,0.03946792334318161,0.0,0.03946792334318161,0.011839808896183968
8.0,1.4,66.82487487792969,1.4067094326019287,66.97457885742188,66.809616,1.4016418,66.97489,0.050872802734375,0.016891956329345703,-0.0010528564453125,0.0,0.0,0.0,0.053614258766174316,0.0,0.053614258766174316,0.016081321984529495
9.0,1.4,33.50482177734375,11.642078399658203,42.93486022949219,33.515972,11.63408,42.935673,-0.037174224853515625,0.026662828400731087,-0.002704620361328125,0.0,0.0,0.0,0.04582733288407326,0.0,0.04582733288407326,0.013746497221291065
0.0,1.6,10.563464164733887,10.518268585205078,10.518268585205078,10.576378,10.511812,10.511812,-0.043044090270996094,0.021521568298339844,0.021521568298339844,0.0,0.0,0.0,0.05271763727068901,0.0,0.05271763727068901,0.015815602615475655
1.0,1.6,89.43653869628906,10.518267631530762,10.518267631530762,89.42362,10.511811,10.511811,0.0430450439453125,0.02152252197265625,0.02152252197265625,0.0,0.0,0.0,0.052719198167324066,0.0,0.052719198167324066,0.01581793837249279
2.0,1.6,50.0,21.600000381469727,50.0,50.0,21.6,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.6,20.82259750366211,50.0,20.777400970458984,20.832281,50.0,20.767717,-0.03228187561035156,0.0,0.03228187561035156,0.0,0.0,0.0,0.04565346613526344,0.0,0.04565346613526344,0.01369469054043293
4.0,1.6,11.081732749938965,30.518268585205078,69.48173522949219,11.088189,30.511812,69.48819,-0.02152252197265625,0.02152061276137829,-0.02152252197265625,0.0,0.0,0.0,0.03727699816226959,0.0,0.03727699816226959,0.011181668378412724
5.0,1.6,30.34134864807129,10.592308044433594,40.14807891845703,30.357029,10.584929,40.146233,-0.05226707458496094,0.024596214294433594,0.0061492919921875,0.0,0.0,0.0,0.05809160694479942,0.0,0.05809160694479942,0.01742769405245781
6.0,1.6,40.13157653808594,40.08638000488281,10.345512390136719,40.149868,40.085304,10.341208,-0.060977935791015625,0.0035858154296875,0.014348030090332031,0.0,0.0,0.0,0.06274577975273132,0.0,0.06274577975273132,0.018821770325303078
7.0,1.6,84.15874481201172,56.502464294433594,7.597043514251709,84.14929,56.508663,7.5896053,0.0315093994140625,-0.020664215087890625,0.024793626740574837,0.0,0.0,0.0,0.045106273144483566,0.0,0.045106273144483566,0.013531760312616825
8.0,1.6,66.79987335205078,1.464805245399475,66.97095489501953,66.78243,1.459015,66.97131,0.05812835693359375,0.01930081844329834,-0.0012054443359375,0.0,0.0,0.0,0.061260759830474854,0.0,0.061260759830474854,0.018380336463451385
9.0,1.6,33.576934814453125,11.733798027038574,42.92555618286133,33.58968,11.724656,42.926483,-0.042484283447265625,0.030472755432128906,-0.00308990478515625,0.0,0.0,0.0,0.05237414315342903,0.0,0.05237414315342903,0.015711989253759384
0.0,1.8,10.63389778137207,10.583051681518555,10.583051681518555,10.648425,10.5757885,10.5757885,-0.048424720764160156,0.024211883544921875,0.024211883544921875,0.0,0.0,0.0,0.059307537972927094,0.0,0.059307537972927094,0.0177918728441
1.0,1.8,89.36610412597656,10.583050727844238,10.583050727844238,89.35158,10.575788,10.575788,0.04842376708984375,0.024211883544921875,0.024211883544921875,0.0,0.0,0.0,0.059306759387254715,0.0,0.059306759387254715,0.01779109425842762
2.0,1.8,50.0,21.799999237060547,50.0,50.0,21.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.8,20.92542266845703,50.0,20.874576568603516,20.936317,50.0,20.863682,-0.03631782531738281,0.0,0.03631782531738281,0.0,0.0,0.0,0.05136116221547127,0.0,0.05136116221547127,0.01540753897279501
4.0,1.8,11.216949462890625,30.583051681518555,69.41694641113281,11.224213,30.575787,69.42421,-0.024211883544921875,0.024213790893554688,-0.02420806884765625,0.0,0.0,0.0,0.041935112327337265,0.0,0.041935112327337265,0.012581303715705872
5.0,1.8,30.384017944335938,10.666343688964844,40.16658401489258,30.401657,10.658043,40.16451,-0.05879974365234375,0.027669906616210938,0.00691986083984375,0.0,0.0,0.0,0.06535226106643677,0.0,0.06535226106643677,0.01960483007133007
6.0,1.8,40.14801788330078,40.097171783447266,10.38869857788086,40.1686,40.095963,10.383857,-0.06859970092773438,0.00403594970703125,0.01614093780517578,0.0,0.0,0.0,0.07058851420879364,0.0,0.07058851420879364,0.02117672748863697
7.0,1.8,84.0535888671875,56.440269470214844,7.671676158905029,84.04295,56.447243,7.6633086,0.0354461669921875,-0.023242950439453125,0.02789163589477539,0.0,0.0,0.0,0.05074060335755348,0.0,0.05074060335755348,0.015223448164761066
8.0,1.8,66.77485656738281,1.5229073762893677,66.96732330322266,66.75523,1.5163932,66.96773,0.065399169921875,0.021714091300964355,-0.0013580321101471782,0.0,0.0,0.0,0.06892313063144684,0.0,0.06892313063144684,0.020679762586951256
9.0,1.8,33.649051666259766,11.825525283813477,42.91625213623047,33.66339,11.815241,42.917297,-0.047794342041015625,0.03428077697753906,-0.00347900390625,0.0,0.0,0.0,0.05892006680369377,0.0,0.05892006680369377,0.017677148804068565
0.0,2.0,10.704330444335938,10.647835731506348,10.647835731506348,10.720471,10.639765,10.639765,-0.053804393857717514,0.026902196928858757,0.026902196928858757,0.0,0.0,0.0,0.0658966526389122,0.0,0.0658966526389122,0.01976891979575157
1.0,2.0,89.29566955566406,10.647835731506348,10.647835731506348,89.279526,10.639765,10.639765,0.05381011962890625,0.026903152465820312,0.026903152465820312,0.0,0.0,0.0,0.06590211391448975,0.0,0.06590211391448975,0.019771255552768707
2.0,2.0,50.0,22.0,50.0,50.0,22.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,2.0,21.028247833251953,50.0,20.971752166748047,21.040354,50.0,20.959646,-0.04035377502441406,0.0,0.04035377502441406,0.0,0.0,0.0,0.057068854570388794,0.0,0.057068854570388794,0.01712038740515709
4.0,2.0,11.352163314819336,30.64783477783203,69.35216522216797,11.360234,30.639765,69.36024,-0.026902200654149055,0.0269012451171875,-0.0269012451171875,0.0,0.0,0.0,0.046594876796007156,0.0,0.046594876796007156,0.013979287818074226
5.0,2.0,30.426687240600586,10.740384101867676,40.185096740722656,30.446287,10.73116,40.18279,-0.06533432006835938,0.030745506286621094,0.007686614990234375,0.0,0.0,0.0,0.07261504232883453,0.0,0.07261504232883453,0.02178448997437954
6.0,2.0,40.164466857910156,40.10797119140625,10.431890487670898,40.187332,40.10663,10.42651,-0.07622146606445312,0.004482269287109375,0.017934799194335938,0.0,0.0,0.0,0.07843124121427536,0.0,0.07843124121427536,0.023528195917606354
7.0,2.0,83.94843292236328,56.37807846069336,7.7463059425354,83.936615,56.385826,7.7370086,0.0393829345703125,-0.02582550048828125,0.030991556122899055,0.0,0.0,0.0,0.05637773126363754,0.0,0.05637773126363754,0.016915397718548775
8.0,2.0,66.74983215332031,1.5810128450393677,66.96368408203125,66.72803,1.5737739,66.964134,0.07266998291015625,0.024129867553710938,-0.00150299072265625,0.0,0.0,0.0,0.07658613473176956,0.0,0.07658613473176956,0.022979453206062317
9.0,2.0,33.721168518066406,11.917250633239746,42.906944274902344,33.737103,11.905823,42.908104,-0.05310821533203125,0.03809165954589844,-0.003864288330078125,0.0,0.0,0.0,0.06547052413225174,0.0,0.06547052413225174,0.01964263990521431
0.0,2.2,10.774764060974121,10.712618827819824,10.712618827819824,10.79252,10.703741,10.703741,-0.05918598175048828,0.029592514038085938,0.029592514038085938,0.0,0.0,0.0,0.07248733937740326,0.0,0.07248733937740326,0.021745968610048294
1.0,2.2,89.2252426147461,10.712615966796875,10.712615966796875,89.20749,10.703739,10.703739,0.05918121337890625,0.029590606689453125,0.029590606689453125,0.0,0.0,0.0,0.07248188555240631,0.0,0.07248188555240631,0.02174363099038601
2.0,2.2,50.0,22.200000762939453,50.0,50.0,22.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,2.2,21.131071090698242,50.0,21.06892967224121,21.144388,50.0,21.055613,-0.0443878173828125,0.0,0.0443878173828125,0.0,0.0,0.0,0.06277385354042053,0.0,0.06277385354042053,0.018833234906196594
4.0,2.2,11.487378120422363,30.712617874145508,69.28738403320312,11.496257,30.70374,69.296265,-0.02959442138671875,0.029592515900731087,-0.02959442138671875,0.0,0.0,0.0,0.051257941871881485,0.0,0.051257941871881485,0.015379474498331547
5.0,2.2,30.4693546295166,10.814421653747559,40.20360565185547,30.490915,10.8042755,40.20107,-0.07186698913574219,0.033820152282714844,0.008453369140625,0.0,0.0,0.0,0.07987569272518158,0.0,0.07987569272518158,0.02396334335207939
6.0,2.2,40.18091583251953,40.118770599365234,10.475080490112305,40.20607,40.11729,10.469162,-0.0838470458984375,0.004932403564453125,0.019728660583496094,0.0,0.0,0.0,0.08627789467573166,0.0,0.08627789467573166,0.025883369147777557
7.0,2.2,83.84327697753906,56.315887451171875,7.8209333419799805,83.830284,56.32441,7.810706,0.0433197021484375,-0.02840423583984375,0.03409004211425781,0.0,0.0,0.0,0.06201232224702835,0.0,0.06201232224702835,0.018602019175887108
8.0,2.2,66.72481536865234,1.6391103267669678,66.9600601196289,66.700836,1.6311481,66.960556,0.07993316650390625,0.02654087543487549,-0.0016632080078125,0.0,0.0,0.0,0.08424069732427597,0.0,0.08424069732427597,0.02527141384780407
9.0,2.2,33.79328155517578,12.008974075317383,42.897640228271484,33.810806,11.996405,42.898914,-0.058414459228515625,0.04189777374267578,-0.00424957275390625,0.0,0.0,0.0,0.0720120221376419,0.0,0.0720120221376419,0.02160392701625824
0.0,2.4,10.845196723937988,10.7774019241333,10.7774019241333,10.864567,10.767717,10.767717,-0.06456661224365234,0.03228282928466797,0.03228282928466797,0.0,0.0,0.0,0.07907723635435104,0.0,0.07907723635435104,0.023723015561699867
1.0,2.4,89.1548080444336,10.777400970458984,10.777400970458984,89.13544,10.767716,10.767716,0.06456756591796875,0.03228187561035156,0.03228187561035156,0.0,0.0,0.0,0.07907723635435104,0.0,0.07907723635435104,0.023723794147372246
2.0,2.4,50.0,22.399999618530273,50.0,50.0,22.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,2.4,21.233898162841797,50.0,21.16610336303711,21.248425,50.0,21.151577,-0.04842376708984375,0.0,0.04842376708984375,0.0,0.0,0.0,0.06848154962062836,0.0,0.06848154962062836,0.020543385297060013
4.0,2.4,11.62259578704834,30.777400970458984,69.22260284423828,11.63228,30.767717,69.232285,-0.03228282928466797,0.03228187561035156,-0.03227996826171875,0.0,0.0,0.0,0.055913295596838,0.0,0.055913295596838,0.0167719516903162
